molecule_id,dataset_name,smiles,top_v,atom_v,top_reason,atom_reason,top_cat,atom_cat
1118464905,BEAD.smi,C1CSC(S[C@@H]2CCSC2)=N1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
1327517160,BEAD.smi,c1nnc(S[C@@H]2CCSC2)s1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
1327517161,BEAD.smi,c1nnc(S[C@H]2CCSC2)s1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
2383300104,BEAD.smi,CNc1cc(Br)c(OC)cc1N,0,1,cycle_not_5,ok,not_c5_cycle,none
80276113,BEAD.smi,NC(=O)c1ccc(C(Cl)Cl)cc1,0,1,cycle_not_5,ok,not_c5_cycle,none
115963572,BEAD.smi,c1cc(CSC2=NCCS2)no1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
1327219328,BEAD.smi,C1CO[C@@H](CS[C@H]2CCSC2)C1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
1327219329,BEAD.smi,C1CO[C@H](CS[C@@H]2CCSC2)C1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
1327219331,BEAD.smi,C1CO[C@H](CS[C@H]2CCSC2)C1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
1327219332,BEAD.smi,C1CO[C@@H](CS[C@@H]2CCSC2)C1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
162274029,BEAD.smi,c1csc(CSc2nncs2)n1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
162482677,BEAD.smi,c1csc(CSC2=NCCS2)n1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
1640657367,BEAD.smi,c1cc(CSc2nncs2)sn1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
224441651,BEAD.smi,c1csc(NC[C@@H]2CCSC2)n1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
224441701,BEAD.smi,c1csc(NC[C@H]2CCSC2)n1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
237976193,BEAD.smi,O=C1CCCc2c1ccnc2Br,0,1,cycle_not_5,ok,not_c5_cycle,none
238526368,BEAD.smi,Clc1ncnc2c(Br)nccc12,0,1,cycle_not_5,ok,not_c5_cycle,none
238578935,BEAD.smi,N[C@H]1CCCc2c1ccnc2Br,0,1,cycle_not_5,ok,not_c5_cycle,none
2386350469,BEAD.smi,Oc1ccc2nc(Br)cnc2c1,0,1,cycle_not_5,ok,not_c5_cycle,none
2386352535,BEAD.smi,Oc1cnc2nc(Br)ccc2c1,0,1,cycle_not_5,ok,not_c5_cycle,none
2386353347,BEAD.smi,Oc1ccc2cc(Br)ncc2n1,0,1,cycle_not_5,ok,not_c5_cycle,none
272013030,BEAD.smi,c1csc(SCC2OCCO2)c1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
306364249,BEAD.smi,Cc1nnc(-c2ccc(Br)o2)o1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
91585099,CBAD.smi,O=c1[nH]nc(Cn2cc(I)cn2)[nH]1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
1664448255,CBAD.smi,O=S(=O)(CCNS(=O)(=O)C1CC1)C1CC1,0,1,cycle_not_5,ok,not_c5_cycle,none
20257509,CBAD.smi,O=S(=O)(N1CCNCC1)N1CCSCC1,0,1,cycle_not_5,ok,not_c5_cycle,none
75790440,CBAD.smi,O=S(=O)(N1CCOCC1)N1CCSCC1,0,1,cycle_not_5,ok,not_c5_cycle,none
1363859095,CBAD.smi,CCS(=O)(=O)C1CCN(S(=O)(=O)NC)CC1,0,1,cycle_not_5,ok,not_c5_cycle,none
341558755,CBAD.smi,NS(=O)(=O)NC1CCN(CC(F)(F)F)CC1,0,1,cycle_not_5,ok,not_c5_cycle,none
40217352,CBAD.smi,CS(=O)(=O)Nc1ccc(CS(N)(=O)=O)cc1,0,1,cycle_not_5,ok,not_c5_cycle,none
1321717404,CBAD.smi,O=C(CSc1nncs1)NCc1nn[nH]n1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
1332260456,CBAD.smi,O=C(CCn1cnnn1)NCC1SCCS1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
135468525,CBAD.smi,O=C(Cn1ncsc1=O)N[C@@H]1CCSC1=O,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
135468546,CBAD.smi,O=C(Cn1ncsc1=O)N[C@H]1CCSC1=O,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
1412728844,CBAD.smi,Nc1ncn(CC(=O)Nn2cc(Br)cn2)n1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
332940107,CBAD.smi,Cc1nnc(NC(=O)N[C@H]2CC[S@](=O)C2)s1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
332940111,CBAD.smi,Cc1nnc(NC(=O)N[C@H]2CC[S@@](=O)C2)s1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
336502612,CBAD.smi,O=C1C[C@@H](NC(=O)Cn2cc(Br)cn2)CN1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
336502622,CBAD.smi,O=C1C[C@H](NC(=O)Cn2cc(Br)cn2)CN1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
394722788,CBAD.smi,CN1CCNC[C@@H]1CNc1ncncc1Br,0,1,cycle_not_5,ok,not_c5_cycle,none
394722789,CBAD.smi,CN1CCNC[C@H]1CNc1ncncc1Br,0,1,cycle_not_5,ok,not_c5_cycle,none
651665998,CBAD.smi,O=C([C@@H]1CCS(=O)(=O)N1)N1CCC(F)(F)C1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
651665999,CBAD.smi,O=C([C@H]1CCS(=O)(=O)N1)N1CCC(F)(F)C1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
862583910,CBAD.smi,Cn1nc(C(=O)N2C[C@H](O)[C@@H](O)C2)cc1Br,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
889631712,CBAD.smi,Cn1nnc(NC(=O)Cn2cc(Br)cn2)n1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
1211867820,CBAD.smi,Cc1ncc(S(=O)(=O)N2CC[C@H](O)[C@@H]2C)n1C,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
122795051,CBAD.smi,CCn1cc(S(=O)(=O)N2CC[C@H](NC)C2)cn1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
122795272,CBAD.smi,CCn1cc(S(=O)(=O)N2CC[C@@H](NC)C2)cn1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
1329374744,CBAD.smi,O=S(=O)(CCn1cccn1)NC[C@@H]1CCOC1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
1329374745,CBAD.smi,O=S(=O)(CCn1cccn1)NC[C@H]1CCOC1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
1349813497,CBAD.smi,Cc1nnsc1C(=O)N[C@H](C)c1nnnn1C,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
1349813504,CBAD.smi,Cc1nnsc1C(=O)N[C@@H](C)c1nnnn1C,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
1364950587,CBAD.smi,Cc1nc(CS(=O)(=O)Nc2nnn(C)n2)cs1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
148771938,BBAD.smi,Cn1nc(Br)c(=O)[nH]c1=O,0,1,cycle_not_5,ok,not_c5_cycle,none
1119555427,BBAD.smi,O=S(=O)(c1nc[nH]n1)[C@@H]1CCOC1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
1119555428,BBAD.smi,O=S(=O)(c1nc[nH]n1)[C@H]1CCOC1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
1166279862,BBAD.smi,Cn1nnc(Cn2cnc(Br)n2)n1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
306381945,BBAD.smi,Cn1cnnc1S[C@@H]1COC[C@H]1O,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
307045849,BBAD.smi,O=S(=O)(c1ncc[nH]1)N1CCOC1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
307609746,BBAD.smi,O=S(=O)([C@@H]1CCOC1)N1CCCO1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
307609747,BBAD.smi,O=S(=O)([C@H]1CCOC1)N1CCCO1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
451754750,BBAD.smi,O=S(=O)(N1CCCC1)N1CCOC1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
632443820,BBAD.smi,O=S(=O)([C@@H]1CCOC1)N1CC=CC1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
632443821,BBAD.smi,O=S(=O)([C@H]1CCOC1)N1CC=CC1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
82525144,BBAD.smi,Cn1cnnc1S[C@@H]1CNC[C@H]1O,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
905246572,BBAD.smi,O=S(=O)(c1ncc[nH]1)[C@H]1CCOC1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
905246577,BBAD.smi,O=S(=O)(c1ncc[nH]1)[C@@H]1CCOC1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
1118994268,BBAD.smi,NCCCN1CCC(NCCO)CC1,0,1,cycle_not_5,ok,not_c5_cycle,none
118900316,BBAD.smi,CC(=O)OC1CCN(CC(N)=O)CC1,0,1,cycle_not_5,ok,not_c5_cycle,none
11956803,BBAD.smi,COC(=O)C1CCN(C(=O)CN)CC1,0,1,cycle_not_5,ok,not_c5_cycle,none
133685704,BBAD.smi,OCCCN1CCC(OCCO)CC1,0,1,cycle_not_5,ok,not_c5_cycle,none
141924252,BBAD.smi,CC(C)(C)N1CCN(S(N)(=O)=O)CC1,0,1,cycle_not_5,ok,not_c5_cycle,none
144606527,BBAD.smi,COCCN1CCN(CCCO)CC1,0,1,cycle_not_5,ok,not_c5_cycle,none
1594635958,BBAD.smi,N=C(N)NC1CCN(CC(=O)O)CC1,0,1,cycle_not_5,ok,not_c5_cycle,none
1603001853,BBAD.smi,CC(=O)CN1CCN(CC(=O)O)CC1,0,1,cycle_not_5,ok,not_c5_cycle,none
192738860,BBAD.smi,C[C@H](O)CN1CCC(NC(N)=O)CC1,0,1,cycle_not_5,ok,not_c5_cycle,none
192738872,BBAD.smi,C[C@@H](O)CN1CCC(NC(N)=O)CC1,0,1,cycle_not_5,ok,not_c5_cycle,none
193000527,BBAD.smi,CC[C@@H](C)N1CCN(C(=O)CO)CC1,0,1,cycle_not_5,ok,not_c5_cycle,none
193000540,BBAD.smi,CC[C@H](C)N1CCN(C(=O)CO)CC1,0,1,cycle_not_5,ok,not_c5_cycle,none
2382418357,BBAD.smi,CC(C)(O)c1ccc(S(N)(=O)=O)cn1,0,1,cycle_not_5,ok,not_c5_cycle,none
306749237,BBAD.smi,NC(=O)NC1CCN(CC(=O)O)CC1,0,1,cycle_not_5,ok,not_c5_cycle,none
307136956,BBAD.smi,C[C@@H](N)CN1CCC(NC(N)=O)CC1,0,1,cycle_not_5,ok,not_c5_cycle,none
307136957,BBAD.smi,C[C@H](N)CN1CCC(NC(N)=O)CC1,0,1,cycle_not_5,ok,not_c5_cycle,none
16382521,ADAD.smi,Cn1ccc(=S)cc1,0,1,cycle_not_5,ok,not_c5_cycle,none
2332240013,ADAD.smi,Cc1cnc([S])nc1,0,1,cycle_not_5,ok,not_c5_cycle,none
2386345593,ADAD.smi,c1nc2c(s1)CN=N2,0,1,cycle_not_5,ok,not_c5_cycle,none
80018308,ADAD.smi,c1cc2cc[nH]c2[nH]1,0,1,cycle_not_5,ok,not_c5_cycle,none
82411444,ADAD.smi,c1cc2c(s1)NCC2,0,1,cycle_not_5,ok,not_c5_cycle,none
84227973,ADAD.smi,c1cc2c(s1)COC2,0,1,cycle_not_5,ok,not_c5_cycle,none
98091401,ADAD.smi,C1=NC[C@@H]2CCC[C@H]12,0,1,cycle_not_5,ok,not_c5_cycle,none
901634137,ADAD.smi,C1CC(SC2COC2)C1,0,1,cycle_not_5,ok,not_c5_cycle,none
113139743,ADAD.smi,Cc1cc(N)c(F)cc1O,0,1,cycle_not_5,ok,not_c5_cycle,none
140167183,ADAD.smi,CO[C@H]1CC[C@@H](CN)CC1,0,1,cycle_not_5,ok,not_c5_cycle,none
141591537,ADAD.smi,Cc1cc(F)c(O)cc1O,0,1,cycle_not_5,ok,not_c5_cycle,none
144066277,ADAD.smi,C=Cc1ccc(OC)nn1,0,1,cycle_not_5,ok,not_c5_cycle,none
149610639,ADAD.smi,Cc1nc(Cl)c(F)cc1N,0,1,cycle_not_5,ok,not_c5_cycle,none
165612112,ADAD.smi,CSc1ccc(CO)nc1,0,1,cycle_not_5,ok,not_c5_cycle,none
1880029496,ADAD.smi,Cc1cc(N)c(F)nc1C,0,1,cycle_not_5,ok,not_c5_cycle,none
197731610,ADAD.smi,Cc1cc(O)c(F)cc1O,0,1,cycle_not_5,ok,not_c5_cycle,none
203282722,ADAD.smi,Cc1cc(Cl)c(C)nc1N,0,1,cycle_not_5,ok,not_c5_cycle,none
2386343076,ADAD.smi,N=S1(=O)CCC(F)(F)CC1,0,1,cycle_not_5,ok,not_c5_cycle,none
2386344771,ADAD.smi,Cc1nc(C)c(F)cc1N,0,1,cycle_not_5,ok,not_c5_cycle,none
2386364369,ADAD.smi,Nc1cc(S)c(S)cc1N,0,1,cycle_not_5,ok,not_c5_cycle,none
336254677,ADAD.smi,CCN1CCC(CF)CC1,0,1,cycle_not_5,ok,not_c5_cycle,none
33951351,ADAD.smi,C=Cc1cnc(OC)cn1,0,1,cycle_not_5,ok,not_c5_cycle,none
34308515,ADAD.smi,Nc1cc(F)c(S)cc1F,0,1,cycle_not_5,ok,not_c5_cycle,none
39128381,ADAD.smi,Nc1cc(Cl)c(O)cc1S,0,1,cycle_not_5,ok,not_c5_cycle,none
602754901,ADAD.smi,CCN1CCC(SC)CC1,0,1,cycle_not_5,ok,not_c5_cycle,none
101696600,ADAD.smi,C1=CC2=NCCCN2C=C1,0,1,cycle_not_5,ok,not_c5_cycle,none
195753863,ADAD.smi,C1=CB2C=CC=CN2C=C1,0,1,cycle_not_5,ok,not_c5_cycle,none
198575073,ADAD.smi,c1c[nH]c(-c2cnc[nH]2)c1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
20831726,ADAD.smi,C1CC(CNC2CCC2)C1,0,1,cycle_not_5,ok,not_c5_cycle,none
2386361760,ADAD.smi,CC12CCC(N)(CC1)OC2,0,1,multiple_cycles_in_component,ok,multiple_cycles,none
104695022,ACAD.smi,C1=CSCCN1,0,1,cycle_not_5,ok,not_c5_cycle,none
76569925,ACAD.smi,C1C[C@@H]2C[C@H]1NO2,0,1,cycle_not_5,ok,not_c5_cycle,none
114696400,ACAD.smi,Cc1cnc(Cl)nn1,0,1,cycle_not_5,ok,not_c5_cycle,none
216090309,ACAD.smi,C[C@@H]1CC[C@H](N)CO1,0,1,cycle_not_5,ok,not_c5_cycle,none
39053323,ACAD.smi,Fc1cnc(S)nc1,0,1,cycle_not_5,ok,not_c5_cycle,none
39259319,ACAD.smi,N[C@@H]1C=C[C@H](O)CC1,0,1,cycle_not_5,ok,not_c5_cycle,none
5134220,ACAD.smi,C1CNCCCOC1,0,1,cycle_not_5,ok,not_c5_cycle,none
104614310,ACAD.smi,CC1=C[C@H]2C(=O)N[C@H]12,0,1,cycle_not_5,ok,not_c5_cycle,none
104614313,ACAD.smi,CC1=C[C@@H]2C(=O)N[C@H]12,0,1,cycle_not_5,ok,not_c5_cycle,none
104614316,ACAD.smi,CC1=C[C@H]2C(=O)N[C@@H]12,0,1,cycle_not_5,ok,not_c5_cycle,none
104614319,ACAD.smi,CC1=C[C@@H]2C(=O)N[C@@H]12,0,1,cycle_not_5,ok,not_c5_cycle,none
113316646,ACAD.smi,C1=CC2=NCOC2=N1,0,1,cycle_not_5,ok,not_c5_cycle,none
113425242,ACAD.smi,C1=C2CNC[C@@H]2CC1,0,1,cycle_not_5,ok,not_c5_cycle,none
115354094,ACAD.smi,C1=C2CNC[C@H]2CC1,0,1,cycle_not_5,ok,not_c5_cycle,none
139534671,ACAD.smi,c1cc2n(n1)CCO2,0,1,cycle_not_5,ok,not_c5_cycle,none
204926870,ACAD.smi,c1cn2ncoc2n1,0,1,cycle_not_5,ok,not_c5_cycle,none
22012697,ACAD.smi,C1CC2CCOC2O1,0,1,cycle_not_5,ok,not_c5_cycle,none
2386350650,ACAD.smi,C1C[C@@H]2CS[C@@H]1CN2,0,1,multiple_cycles_in_component,ok,multiple_cycles,none
33975116,ACAD.smi,C1CN2CCC1NC2,0,1,multiple_cycles_in_component,ok,multiple_cycles,none
39095385,ACAD.smi,c1cc2n[nH]sc-2n1,0,1,cycle_not_5,ok,not_c5_cycle,none
76570300,ACAD.smi,C1C[C@H]2OCC[C@@H]2N1,0,1,cycle_not_5,ok,not_c5_cycle,none
76570308,ACAD.smi,C1C[C@@H]2OCC[C@H]2N1,0,1,cycle_not_5,ok,not_c5_cycle,none
81915258,ACAD.smi,C1CN2CCSC2=N1,0,1,cycle_not_5,ok,not_c5_cycle,none
95929983,ACAD.smi,C1C[C@@H]2CNCN2C1,0,1,cycle_not_5,ok,not_c5_cycle,none
95929984,ACAD.smi,C1C[C@H]2CNCN2C1,0,1,cycle_not_5,ok,not_c5_cycle,none
100492485,ACAD.smi,O=C1N[C@H]2C[C@H]1C=C2F,0,1,cycle_not_5,ok,not_c5_cycle,none
19329507,ACAD.smi,C1CN2CCC1CNC2,0,1,cycle_not_5,ok,not_c5_cycle,none
2332237515,ACAD.smi,N[C@]12CC[C@@](O)(CC1)C2,0,1,cycle_not_5,ok,not_c5_cycle,none
2386362672,ACAD.smi,OC[C@@H]1C2CCN1CC2,0,1,cycle_not_5,ok,not_c5_cycle,none
2386362673,ACAD.smi,OC[C@H]1C2CCN1CC2,0,1,cycle_not_5,ok,not_c5_cycle,none
2386346828,BDED.smi,N#Cc1cc(Br)c(CN)nc1Cl,0,1,cycle_not_5,ok,not_c5_cycle,none
2386349395,BDED.smi,COc1cc(N)c(C#N)nc1Br,0,1,cycle_not_5,ok,not_c5_cycle,none
261353079,BDED.smi,CCc1nc(O)c(C#N)cc1Br,0,1,cycle_not_5,ok,not_c5_cycle,none
306321023,BDED.smi,C1CN(N=C2CCSCC2)CCO1,0,1,cycle_not_5,ok,not_c5_cycle,none
381844240,BDED.smi,C1CC(=NNC[C@H]2CCSC2)CO1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
381844243,BDED.smi,C1CC(=NNC[C@@H]2CCSC2)CO1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
388640907,BDED.smi,C(=NN[C@@H]1CCSC1)c1cncs1,0,1,petals_not_isomorphic,ok,petals_not_isomorphic,none
